id,district,hospital_name,bcg_vaccine,routine_child_vaccine,child_flu_under3,child_flu_over3,adult_flu,covid19,pneumococcal,rotavirus,mpox,enterovirus,address,phone,voice_reservation,longitude,latitude
1,63000010,長庚醫療財團法人台北長庚紀念醫院,1,1,1,1,1,1,1,1,1,1,臺北市松山區敦化北路199號,(02)27135211,0,121.549676,25.055524
2,63000010,臺北市立聯合醫院附設松山門診部,1,1,1,1,1,1,1,1,0,1,臺北市松山區八德路四段694號,(02)27653147,0,121.577306,25.04967
3,63000010,三軍總醫院松山分院附設民眾診療服務處,0,1,1,1,1,1,1,1,1,1,臺北市松山區健康路131號,(02)27642151,0,121.557702,25.05394
4,63000010,基督復臨安息日會醫療財團法人臺安醫院,1,1,1,1,1,1,1,1,0,0,臺北市松山區八德路二段424號,(02)27718151,0,121.547274,25.048054
5,63000010,江崇萍小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市松山區南京東路五段251巷24弄27號1樓,(02)27632260,0,121.564351,25.052357
6,63000010,車參薇小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市松山區八德路三段195號１樓,(02)25770101,0,121.556187,25.048163
7,63000010,博仁綜合醫院,0,1,1,1,1,1,1,1,0,0,臺北市松山區光復北路66號,(02)25786677,0,121.560387,25.049959
8,63000010,佑家診所,0,1,1,1,1,1,1,1,0,0,臺北市松山區八德路三段233號,(02)25785658,0,121.557198,25.048255
9,63000010,大家好診所,0,1,1,1,1,1,1,0,0,0,臺北市松山區民生東路四段80巷11弄2號1樓,(02)27138815,0,121.553089,25.056581
10,63000010,閎新耳鼻喉科皮膚科聯合診所,0,1,1,1,1,1,1,0,0,0,臺北市松山區八德路三段20-2號1樓,(02)25779898,0,121.554198,25.046151
11,63000010,劉內兒科診所,0,1,1,1,1,1,1,0,0,0,臺北市松山區民生東路五段148號1樓,(02)27603922,0,121.562189,25.058477
12,63000010,安兒康小兒專科診所,0,1,1,1,1,1,0,1,0,0,臺北市松山區敦化北路118號1樓,(02)77287688,0,121.548568,25.053824
13,63000010,心田民生診所,0,1,1,1,1,1,0,0,0,0,臺北市松山區民生東路五段105號1樓,(02)27653039,0,121.567284,25.058034
14,63000010,弘宇診所,0,0,1,1,1,1,1,0,0,0,臺北市松山區民權東路三段160巷2之6號,(02)27128875,0,121.547732,25.061581
15,63000010,全煜耳鼻喉科診所,0,1,0,1,1,1,0,0,0,0,臺北市松山區復興北路73號2樓,(02)87729068,0,121.545969,25.057031
16,63000010,弘光耳鼻喉科診所,0,0,1,0,1,1,1,0,0,0,臺北市松山區民生東路四段117號,(02)27181177,0,121.553314,25.058242
17,63000010,吳慶南內科診所,0,0,0,1,1,1,1,0,0,0,臺北市松山區民生東路五段138號,(02)27659566,0,121.566461,25.059041
18,63000010,宥全診所,0,0,0,1,1,1,1,0,0,0,臺北市松山區民生東路五段216號1樓,(02)27678225,0,121.565044,25.058849
19,63000010,陳炳堅內科診所,0,0,0,1,1,1,1,0,0,0,臺北市松山區延壽街327號,(02)27637199,0,121.56036,25.056786
20,63000010,駿昂耳鼻喉科診所,0,0,0,1,1,1,1,0,0,0,臺北市松山區八德路二段395號1樓,(02)87728086,0,121.545431,25.048059
21,63000010,畇力診所,0,0,0,1,1,0,1,0,0,0,臺北市松山區富錦街512號1樓,(02)27659022,0,121.564516,25.060914
22,63000010,林忠志診所,0,0,0,1,1,0,1,0,0,0,臺北市松山區南京東路五段291巷20弄3-3號,(02)27689577,0,121.565604,25.052431
23,63000010,邱楠超診所,0,0,0,1,0,1,1,0,0,0,臺北市松山區延吉街20號1樓,(02)25702296,0,121.552838,25.045075
24,63000010,王躬仁診所,0,0,0,0,1,1,1,0,0,0,臺北市松山區新中街12-3號1樓,(02)27646685,0,121.560437,25.059559
25,63000010,民生翁耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市松山區民生東路五段78號1樓,(02)27625922,0,121.559046,25.058364
26,63000010,康瑞耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市松山區八德路三段154號,(02)25782522,0,121.55496,25.047981
27,63000010,江建中診所,0,0,0,0,1,1,1,0,0,0,臺北市松山區八德路四段285號,(02)27647883,0,121.565975,25.04914
28,63000010,澄東耳鼻喉科診所,0,0,0,1,1,0,0,0,0,0,臺北市松山區三民路37號,(02)27420552,0,121.564697,25.062574
29,63000010,安禾聯合診所,0,0,0,0,1,1,0,0,0,0,臺北市松山區民權東路三段178號3樓,(02)27137889,0,121.549546,25.061461
30,63000010,安德聯合診所,0,0,0,0,1,0,1,0,0,0,臺北市松山區八德路三段34號4樓及12樓,(02)25705886,0,121.551941,25.048066
31,63000010,朱家庭醫學科診所,0,0,0,0,1,0,0,0,0,0,臺北市松山區八德路三段12巷57弄39-1號1樓,(02)25795004,0,121.551556,25.045314
32,63000020,臺北醫學大學附設醫院,1,1,1,1,1,1,1,1,1,1,臺北市信義區吳興街252號,(02)27372181,0,121.563635,25.026639
33,63000020,臺北市立聯合醫院附設信義門診部,1,1,1,1,1,1,1,1,0,1,臺北市信義區大道路116號1樓,(02)87804152,0,121.582268,25.04123
34,63000020,黃啟彰診所,0,1,1,1,1,1,1,1,0,1,臺北市信義區松山路261-1號,(02)27696218,0,121.582299,25.026847
35,63000020,張育驍診所,0,1,1,1,1,1,1,1,0,0,臺北市信義區吳興街467巷2弄6號1樓,(02)27296611,0,121.569376,25.023884
36,63000020,明輝診所,0,1,1,1,1,1,0,1,0,1,臺北市信義區松隆路282-3號,(02)87871235,0,121.576681,25.048285
37,63000020,林應然小兒科診所,0,1,1,1,1,1,0,1,0,1,臺北市信義區福德街75號,(02)27595328,0,121.581139,25.036855
38,63000020,長風小兒科診所,0,1,1,1,1,1,0,1,0,1,臺北市信義區莊敬路351號,(02)27227943,0,121.564543,25.027889
39,63000020,登瑞安診所,0,1,1,1,1,1,1,0,0,0,臺北市信義區林口街232號,(02)27265228,0,121.581347,25.0425
40,63000020,信義邱婦產科診所,0,0,1,1,1,1,1,1,0,0,臺北市信義區虎林街198號,(02)27278275,0,121.57688,25.038442
41,63000020,承芯耳鼻喉科診所,0,0,1,1,1,1,1,0,0,0,臺北市信義區大道路121號1樓,(02)27265025,0,121.583276,25.039328
42,63000020,原力復健科診所,0,0,1,1,1,1,1,0,0,0,臺北市信義區基隆路二段145號,(02)27327311,0,121.555739,25.026974
43,63000020,聯合報系員工診療所,0,0,0,1,1,1,1,0,0,0,臺北市信義區忠孝東路四段559巷1號6樓,(02)27601618,0,121.563599,25.042057
44,63000020,松仁耳鼻喉科診所,0,0,0,1,1,1,0,0,0,0,臺北市信義區松仁路231號,(02)87808580,0,121.568739,25.026223
45,63000020,臺北市立聯合醫院松德院區,0,0,0,0,1,1,1,0,0,0,臺北市信義區松德路309號,(02)27263141,0,121.574354,25.030812
46,63000020,王寬仁診所,0,0,0,0,1,1,1,0,0,0,臺北市信義區虎林街121巷11號1樓,(02)27204952,0,121.57706,25.040289
47,63000020,永吉羅耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市信義區永吉路272號,(02)27683191,0,121.575158,25.04819
48,63000020,朱耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市信義區忠孝東路五段452號,(02)27209172,0,121.576319,25.040691
49,63000020,松山班廷建興診所,0,0,0,0,1,1,1,0,0,0,臺北市信義區市民大道六段318號,(02)27652295,0,121.579652,25.048766
50,63000020,栢麗恆全人診所,0,0,0,0,1,1,1,0,0,0,臺北市信義區忠孝東路五段431號2樓,(02)27657065,0,121.575602,25.041014
51,63000020,臺北產業醫診所,0,0,0,0,1,1,1,0,0,0,臺北市信義區信義路五段7號35樓,(02)81016355,0,121.570712,25.024635
52,63000020,福德郭耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市信義區福德街62號,(02)27591051,0,121.58062,25.036938
53,63000020,松禾診所,0,0,0,1,1,0,0,0,0,0,臺北市信義區松山路130號3樓,(02)27666738,0,121.577609,25.047692
54,63000020,大明診所,0,0,0,0,1,1,0,0,0,0,臺北市信義區崇德街35號,(02)27326885,0,121.557494,25.02336
55,63000020,松德耳鼻喉科診所,0,0,0,0,1,1,0,0,0,0,臺北市信義區松德路58號,(02)27584958,0,121.576414,25.038759
56,63000020,桂其安家醫科診所,0,0,0,0,1,1,0,0,0,0,臺北市信義區莊敬路462號,(02)27229173,0,121.567725,25.026719
57,63000020,莊敬診所,0,0,0,0,1,1,0,0,0,0,臺北市信義區莊敬路280號,(02)27589258,0,121.562722,25.028803
58,63000020,台灣中油股份有限公司員工診所,0,0,0,0,1,0,1,0,0,0,臺北市信義區松仁路3號3樓,(02)87259796,0,121.569572,25.025887
59,63000020,德佑診所,0,0,0,0,1,0,0,0,0,0,臺北市信義區福德街215號,(02)27596037,0,121.584717,25.038403
60,63000020,嚴敏心耳鼻喉科診所,0,0,0,0,0,1,0,0,0,0,臺北市信義區松山路541巷4號1樓,(02)27279558,0,121.578504,25.037607
61,63000030,國泰醫療財團法人國泰綜合醫院,1,1,1,1,1,1,1,1,1,1,臺北市大安區仁愛路四段280號,(02)27082121,0,121.553692,25.036942
62,63000030,臺北市立聯合醫院仁愛院區,1,1,1,1,1,1,1,1,1,1,臺北市大安區仁愛路四段10號,(02)27093600,0,121.545299,25.03754
63,63000030,尹書田醫療財團法人書田泌尿科眼科診所,0,1,1,1,1,1,1,1,1,1,臺北市大安區建國南路二段276號,(02)23690211,0,121.537262,25.025174
64,63000030,臺北市立聯合醫院附設大安門診部,1,1,1,1,1,1,1,1,0,0,臺北市大安區辛亥路三段15號1樓,(02)27390997,0,121.544296,25.021575
65,63000030,中山醫療社團法人中山醫院,0,1,1,1,1,1,1,1,0,1,臺北市大安區仁愛路四段112巷11號,(02)27081166,0,121.549708,25.036552
66,63000030,松德診所,0,1,1,1,1,1,1,1,0,1,臺北市大安區四維路170巷16號1樓,(02)27073326,0,121.546655,25.028243
67,63000030,健華診所,0,1,1,1,1,1,1,1,0,1,臺北市大安區和平東路二段299號,(02)27072990,0,121.543606,25.024409
68,63000030,小禾馨小兒專科診所,1,1,1,1,1,1,0,1,0,0,臺北市大安區新生南路三段4號1樓,(02)23698833,0,121.533697,25.020794
69,63000030,家齡診所,0,1,1,1,1,1,1,1,0,0,臺北市大安區敦化南路一段191號B1,(02)27211258,0,121.54926,25.042473
70,63000030,夏爾診所,0,1,1,1,1,1,1,0,0,1,臺北市大安區信義路四段265巷54號,(02)23255508,0,121.555672,25.035085
71,63000030,那明珠診所,0,1,1,1,1,1,0,1,0,1,臺北市大安區和平東路三段8號,(02)27360589,0,121.553755,25.022306
72,63000030,安東診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區和平東路二段229號,(02)27088995,0,121.542897,25.025145
73,63000030,呂小兒科診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區通化街24巷6號1樓,(02)27000708,0,121.55412,25.031695
74,63000030,李細祥內科診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區四維路198巷30弄5號,(02)27018159,0,121.545698,25.0266
75,63000030,林繼國診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區忠孝東路三段217巷1弄12號1樓,(02)27315568,0,121.53911,25.042407
76,63000030,邱醫師診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區和平東路三段288號,(02)27392696,0,121.560267,25.016676
77,63000030,樂益耳鼻喉科診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區復興南路二段161號1樓,(02)27096199,0,121.543697,25.028006
78,63000030,伊生診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區忠孝東路四段216巷32弄15號,(02)27751301,0,121.552128,25.040025
79,63000030,吳坤光婦產科診所,0,1,1,1,1,1,1,0,0,0,臺北市大安區信義路四段59號,(02)27059320,0,121.555812,25.034939
80,63000030,許靜瑛小兒科診所,0,1,1,1,1,1,0,1,0,0,臺北市大安區和平東路一段230號1樓,(02)23629088,0,121.532341,25.026089
81,63000030,黃文香兒科診所,0,1,1,1,1,1,0,1,0,0,臺北市大安區忠孝東路四段250號2樓之1,(02)27313305,0,121.554277,25.041144
82,63000030,劉建宏診所,0,1,1,1,1,1,0,1,0,0,臺北市大安區大安路二段139號,(02)27002368,0,121.546096,25.028566
83,63000030,禾馨新生婦幼診所,0,1,1,1,1,1,0,1,0,0,臺北市大安區新生南路三段2號,(02)23682333,0,121.535333,25.025299
84,63000030,澤星親子診所,0,1,1,1,1,0,1,1,0,0,臺北市大安區敦化南路1段376號二樓之2,(02)27018848,0,121.545213,25.035492
85,63000030,博全婦產科診所,0,1,1,1,1,1,0,0,0,0,臺北市大安區大安路一段18號,(02)27774427,0,121.5461,25.044162
86,63000030,葉明憲小兒科診所,0,1,1,1,1,1,0,0,0,0,臺北市大安區羅斯福路三段191號2樓,(02)23691688,0,121.528081,25.021077
87,63000030,和平診所,0,1,1,1,1,0,1,0,0,0,臺北市大安區和平東路一段77號之2,(02)23912000,0,121.525155,25.027058
88,63000030,啟誠聯合診所,0,0,1,1,1,1,1,0,0,0,臺北市大安區和平東路二段120號,(02)23784380,0,121.54293,25.024742
89,63000030,仁安診所,0,0,1,1,1,1,1,0,0,0,臺北市大安區和平東路二段175巷34號,(02)27065995,0,121.541754,25.02687
90,63000030,瑞森診所,0,0,1,1,1,1,1,0,0,0,臺北市大安區信義路三段134巷100號,(02)27076002,0,121.53943,25.030808
91,63000030,愛群兒童成長診所,0,1,1,1,1,0,0,0,0,0,臺北市大安區信義路三段155號1樓,(02)55998330,0,121.542826,25.033622
92,63000030,全家聯合診所,0,1,0,0,0,1,1,1,0,0,臺北市大安區和平東路二段353號,(02)27067575,0,121.543562,25.023147
93,63000030,博安家庭醫學診所,0,0,1,1,1,0,1,0,0,0,臺北市大安區麗水街3號,(02)23567066,0,121.529019,25.032137
94,63000030,東風診所,0,0,0,1,1,1,1,0,0,0,臺北市大安區忠孝東路四段132號4樓,(02)27775868,0,121.548235,25.041334
95,63000030,國立臺灣大學醫學院附設醫院癌醫中心分院,0,0,0,0,1,1,1,0,0,0,臺北市大安區基隆路三段155巷57號,(02)23220322,0,121.543916,25.014496
96,63000030,中心診所醫療財團法人中心綜合醫院,0,0,0,0,1,1,1,0,0,0,臺北市大安區忠孝東路四段77號,(02)27510221,0,121.552886,25.043989
97,63000030,宏恩醫療財團法人宏恩綜合醫院,0,0,0,0,1,1,1,0,0,0,臺北市大安區仁愛路四段71巷1號,(02)27713161,0,121.547027,25.038497
98,63000030,安仁診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區安和路一段29號6樓,(02)87733676,0,121.550683,25.03913
99,63000030,行一診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區新生南路三段19巷8號3樓之1,(02)27840735,0,121.535923,25.024962
100,63000030,李唯通診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區安居街19號,(02)23773506,0,121.554932,25.020857
101,63000030,沈德昌診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區四維路189號,(02)27035300,0,121.54812,25.027668
102,63000030,逸林診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區信義路四段109之2號,(02)27006896,0,121.547829,25.033494
103,63000030,新鑫耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區師大路105巷13號1樓,(02)23621201,0,121.528497,25.022559
104,63000030,樂活診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區師大路12號,(02)23683883,0,121.527317,25.022928
105,63000030,謝婦產科診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區忠孝東路四段311號3樓之1,(02)27728300,0,121.553013,25.042897
106,63000030,櫟安診所,0,0,0,0,1,1,1,0,0,0,臺北市大安區金山南路二段200號11樓,(02)23582138,0,121.525961,25.027928
107,63000030,周大中婦產科診所,0,1,0,0,0,1,0,0,0,0,臺北市大安區敦化南路二段46號2樓,(02)27552757,0,121.548271,25.031308
108,63000030,國立台灣大學保健中心,0,0,0,1,1,0,0,0,0,0,臺北市大安區羅斯福路四段1號,(02)33662156,0,121.53967,25.009684
109,63000030,秀傳醫院,0,0,0,0,1,1,0,0,0,0,臺北市大安區光復南路116巷1號B1-4樓,(02)27717172,0,121.55686,25.043113
110,63000030,林青穀家庭醫學科診所,0,0,0,0,1,1,0,0,0,0,臺北市大安區大安路一段2號之1,(02)27317557,0,121.54643,25.043934
111,63000030,林正宗婦產科診所,0,1,0,0,0,0,0,0,0,0,臺北市大安區和平東路三段100號2樓,(02)27337008,0,121.559858,25.017415
112,63000030,許世賓婦產科診所,0,1,0,0,0,0,0,0,0,0,臺北市大安區和平東路一段169號2樓,(02)33932211,0,121.531786,25.026531
113,63000040,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1,1,1,1,1,1,1,1,1,0,臺北市中山區中山北路二段92號,(02)25433535,0,121.522848,25.061007
114,63000040,台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,1,1,1,1,1,1,1,1,0,1,臺北市中山區中山北路二段92號,(02)25433535,0,121.522848,25.061007
115,63000040,臺北市立聯合醫院附設中山門診部,1,1,1,1,1,1,1,1,0,1,臺北市中山區松江路367號1樓,(02)25013363,0,121.53358,25.064383
116,63000040,協和婦女醫院,1,1,1,1,1,1,1,1,0,0,臺北市中山區松江路85巷5號,(02)25072222,0,121.533941,25.050274
117,63000040,莊宇龍診所,0,1,1,1,1,1,1,1,0,1,臺北市中山區北安路637號1樓,(02)25331255,0,121.549027,25.083709
118,63000040,雙連婦產科小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市中山區民生西路30號4樓,(02)25222350,0,121.521633,25.057639
119,63000040,綠葉親子診所,0,1,1,1,1,1,1,1,0,1,臺北市中山區農安街12-1號1樓,(02)25935559,0,121.532308,25.064786
120,63000040,木生婦幼診所,1,1,1,1,1,1,0,1,0,0,臺北市中山區長安東路二段90號1-4樓,(02)25012312,0,121.534434,25.048327
121,63000040,永育樂群診所,0,1,1,1,1,1,1,1,0,0,臺北市中山區樂群二路210之2號,(02)85012268,0,121.559312,25.079518
122,63000040,陳炯輝診所,0,1,1,1,1,1,1,1,0,0,臺北市中山區民生東路二段103號,(02)25221796,0,121.534872,25.059802
123,63000040,榮星診所,0,1,1,1,1,1,1,0,0,1,臺北市中山區龍江路272號,(02)25168112,0,121.540635,25.060608
124,63000040,愛鄰診所,0,1,1,1,1,1,0,1,0,1,臺北市中山區北安路520-1號,(02)25322333,0,121.552083,25.085995
125,63000040,四季和安婦幼診所,1,1,1,1,1,0,0,1,0,0,臺北市中山區林森北路458號,(02)25677310,0,121.525434,25.060964
