id,district,hospital_name,bcg_vaccine,routine_child_vaccine,child_flu_under3,child_flu_over3,adult_flu,covid19,pneumococcal,rotavirus,mpox,enterovirus,address,phone,voice_reservation,longitude,latitude
255,63000090,臺北市立聯合醫院附設南港門診部,1,1,1,1,1,1,1,1,0,1,臺北市南港區南港路一段360號1樓,(02)27868756,0,121.606756,25.05453
256,63000090,義仁兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市南港區玉成街138號1樓,(02)26515929,0,121.583182,25.045027
257,63000090,蔣小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市南港區玉成街166巷30號1樓,(02)26513761,0,121.583279,25.043931
258,63000090,友力耳鼻喉科診所,0,1,1,1,1,1,1,1,0,0,臺北市南港區中坡北路12號1樓,(02)27853913,0,121.58126,25.046366
259,63000090,永育醫療福德診所,0,1,1,1,1,1,1,1,0,0,臺北市南港區福德街320號,(02)27850700,0,121.588005,25.039489
260,63000090,天仁小兒科診所,0,1,1,1,1,1,0,1,0,1,臺北市南港區成福路21號,(02)27862687,0,121.588275,25.042433
261,63000090,天仁健康診所,0,1,1,1,1,1,0,1,0,1,臺北市南港區成福路21號,(02)27862687,0,121.588275,25.042433
262,63000090,維康診所,0,1,1,1,1,1,0,1,0,1,臺北市南港區研究院路二段84巷1號1樓,(02)26517748,0,121.615224,25.045209
263,63000090,杏安診所,0,1,1,1,1,1,1,0,0,0,臺北市南港區同德路74、76號1樓,(02)27892008,0,121.585289,25.045798
264,63000090,松展診所,0,1,1,1,1,1,1,0,0,0,臺北市南港區忠孝東路六段110巷18號,(02)27631373,0,121.583938,25.048001
265,63000090,陳志鑫診所,0,1,1,1,1,1,1,0,0,0,臺北市南港區八德路四段812號,(02)27839698,0,121.581426,25.050921
266,63000090,李文珍小兒科診所,0,1,1,1,1,0,1,1,0,0,臺北市南港區研究院路二段74號,(02)26511871,0,121.615106,25.045571
267,63000090,陳勝吉診所,0,0,1,1,1,1,1,0,0,0,臺北市南港區研究院路一段115號1樓,(02)27836972,0,121.616049,25.052064
268,63000090,中坡耳鼻喉科診所,0,0,0,1,1,1,1,0,0,0,臺北市南港區中坡南路29號,(02)27850329,0,121.583243,25.043224
269,63000100,三軍總醫院附設民眾診療服務處,1,1,1,1,1,1,1,1,1,0,臺北市內湖區成功路二段325號,(02)87923311,0,121.591979,25.071802
270,63000100,康寧醫療財團法人康寧醫院,1,1,1,1,1,1,1,1,0,0,臺北市內湖區成功路五段420巷26號,(02)26345500,0,121.608779,25.075952
271,63000100,臺北市立聯合醫院附設內湖門診部,1,1,1,1,1,1,1,1,0,0,臺北市內湖區民權東路六段99號之1,(02)27908387,0,121.599478,25.069692
272,63000100,中國醫藥大學附設醫院臺北分院,0,1,1,1,1,1,1,1,0,1,臺北市內湖區內湖路二段360號,(02)27919696,0,121.590597,25.082126
273,63000100,魏穀年診所,0,1,1,1,1,1,1,1,0,1,臺北市內湖區內湖路一段403號,(02)26572691,0,121.570635,25.081858
274,63000100,小禾馨民權小兒專科診所,1,1,1,1,1,1,0,1,0,0,臺北市內湖區行忠路191號1樓,(02)55713333,0,121.581766,25.06742
275,63000100,禾馨民權婦幼診所,1,1,1,1,1,1,0,1,0,0,臺北市內湖區民權東路六段42號2樓,(02)55713333,0,121.602468,25.067154
276,63000100,永育醫療大湖診所,0,1,1,1,1,1,1,1,0,0,臺北市內湖區成功路四段366號,(02)27906002,0,121.600354,25.084861
277,63000100,湖欣診所,0,1,1,1,1,1,1,1,0,0,臺北市內湖區成功路四段327號,(02)27918350,0,121.598923,25.084538
278,63000100,劉淦華診所,0,1,1,1,1,1,1,1,0,0,臺北市內湖區金龍路43號,(02)27905374,0,121.603769,25.073911
279,63000100,佳霖診所,0,1,1,1,1,1,1,1,0,0,臺北市內湖區東湖路147號2樓,(02)26334535,0,121.617193,25.068146
280,63000100,永育醫療康樂診所,0,1,1,1,1,1,1,1,0,0,臺北市內湖區康樂街82號,(02)26308800,0,121.616807,25.076171
281,63000100,焉醫師診所,0,1,1,1,1,1,0,1,0,1,臺北市內湖區內湖路二段21號,(02)27995008,0,121.579442,25.079019
282,63000100,仁弘耳鼻喉科診所,0,1,1,1,1,1,1,0,0,0,臺北市內湖區內湖路一段737巷50弄33號1樓,(02)26596360,0,121.578508,25.080669
283,63000100,馬思特診所,0,1,1,1,1,1,1,0,0,0,臺北市內湖區成功路四段53號1樓,(02)27925994,0,121.592261,25.082602
284,63000100,高峰診所,0,1,1,1,1,1,1,0,0,0,臺北市內湖區內湖路二段39號1樓,(02)26591888,0,121.580022,25.079007
285,63000100,國泰醫療財團法人內湖國泰診所,0,1,1,1,1,0,1,1,0,0,臺北市內湖區瑞光路337號C棟,(02)87972121,0,121.575546,25.077865
286,63000100,林登山耳鼻喉科診所,0,1,1,1,1,1,0,0,0,0,臺北市內湖區文德路96號,(02)26596638,0,121.582538,25.078214
287,63000100,連安診所,0,1,1,1,1,1,0,0,0,0,臺北市內湖區內湖路一段619號1樓,(02)26276705,0,121.574144,25.080607
288,63000100,雙湖診所,0,1,1,1,1,1,0,0,0,0,臺北市內湖區金龍路49號,(02)27910066,0,121.603588,25.07218
289,63000100,魏之明小兒科診所,0,1,1,1,1,1,0,0,0,0,臺北市內湖區康寧路三段54-6號,(02)26306968,0,121.611182,25.073685
290,63000100,林永正診所,0,0,1,1,1,1,1,0,0,0,臺北市內湖區康樂街130號,(02)26315567,0,121.615775,25.080646
291,63000100,日新診所,0,0,1,1,1,1,1,0,0,0,臺北市內湖區成功路五段446號1樓,(02)26342743,0,121.607116,25.074807
292,63000100,王慶森診所,0,0,1,1,1,1,1,0,0,0,臺北市內湖區港墘路65號,(02)27986052,0,121.578283,25.081176
293,63000100,成安耳鼻喉科診所,0,0,1,1,1,1,1,0,0,0,臺北市內湖區成功路四段61巷10號,(02)27935940,0,121.593149,25.080065
294,63000100,育睿診所,0,0,1,1,1,1,1,0,0,0,臺北市內湖區內湖路一段217巷35號,(02)26560801,0,121.565396,25.083774
295,63000100,康育診所,0,0,1,1,1,1,1,0,0,0,臺北市內湖區成功路三段189號2樓,(02)27909134,0,121.590781,25.080384
296,63000100,陽光活力診所,0,0,1,1,1,1,1,0,0,0,臺北市內湖區瑞光路500號1樓,(02)87973828,0,121.568269,25.079193
297,63000100,林孟勳診所,0,0,1,1,1,1,0,0,0,0,臺北市內湖區成功路四段61巷32弄2號,(02)87920955,0,121.593409,25.080229
298,63000100,新明診所,0,0,0,1,1,1,1,0,0,0,臺北市內湖區新明路386號,(02)87921282,0,121.580233,25.054815
299,63000100,內湖長春診所,0,0,0,0,1,1,1,0,0,0,臺北市內湖區民權東路六段64號,(02)27926868,0,121.602534,25.067434
300,63000100,思維診所,0,0,0,0,1,1,1,0,0,0,臺北市內湖區文德路25號,(02)26575779,0,121.584272,25.079123
301,63000100,陳森豊聯合診所,0,0,0,0,1,1,1,0,0,0,臺北市內湖區環山路1段2號,(02)27990361,0,121.585206,25.083912
302,63000100,葫洲診所,0,0,0,0,1,1,1,0,0,0,臺北市內湖區康寧路三段35、37號,(02)26306606,0,121.611182,25.073685
303,63000100,樂善診所,0,0,0,0,1,1,1,0,0,0,臺北市內湖區行善路260號,(02)27902600,0,121.581687,25.060308
304,63000100,成功耳鼻喉科診所,0,0,0,0,1,1,0,0,0,0,臺北市內湖區成功路三段162之1號1樓、164號1樓、164之1號1樓、166之1號1樓,(02)27940064,0,0,0
305,63000100,瑞康診所,0,0,0,0,1,1,0,0,0,0,臺北市內湖區江南街96巷3號,(02)26599691,0,121.576908,25.077172
306,63000100,誠康診所,0,0,0,0,1,1,0,0,0,0,臺北市內湖區內湖路一段585號,(02)26572585,0,121.572978,25.08104
307,63000100,麗康診所,0,0,0,0,1,1,0,0,0,0,臺北市內湖區金湖路362號,(02)26342296,0,121.604208,25.073655
308,63000100,洪永祥診所,0,0,0,0,1,0,0,0,0,0,臺北市內湖區成功路三段6巷1號,(02)87917601,0,121.589829,25.075594
309,63000110,新光醫療財團法人新光吳火獅紀念醫院,1,1,1,1,1,1,1,1,1,1,臺北市士林區文昌路95號,(02)28332211,0,121.520986,25.09625
310,63000110,臺北市立聯合醫院陽明院區,1,1,1,1,1,1,1,1,1,1,臺北市士林區雨聲街105號,(02)28353456,0,121.531563,25.105195
311,63000110,愛林診所,1,1,1,1,1,1,1,1,0,1,臺北市士林區承德路四段222號,(02)28836881,0,121.521331,25.088434
312,63000110,臺北市立聯合醫院附設士林門診部,1,1,1,1,1,1,1,1,0,0,臺北市士林區中正路439號1樓,(02)28836268,0,121.519598,25.092769
313,63000110,士林小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市士林區中正路249號,(02)28812485,0,121.525362,25.095038
314,63000110,存德小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市士林區文林路460號,(02)28342567,0,121.524557,25.09564
315,63000110,貝爾診所,0,1,1,1,1,1,1,1,0,1,臺北市士林區中山北路七段82巷9號1樓,(02)28729980,0,121.532454,25.12134
316,63000110,佩佩婦幼診所,0,1,1,1,1,1,1,1,0,1,臺北市士林區中山北路六段182號,(02)28386262,0,121.525198,25.107587
317,63000110,科安診所,0,1,1,1,1,1,1,1,0,1,臺北市士林區社中街116號,(02)28110699,0,121.510379,25.089849
318,63000110,張虔熙小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市士林區中山北路六段282號,(02)28361368,0,121.525612,25.110086
319,63000110,樹爸爸親子診所,0,1,1,1,1,1,1,1,0,1,臺北市士林區德行東路286號,(02)28381838,0,121.535977,25.109963
320,63000110,蘇慧卿診所,0,1,1,1,1,1,1,1,0,0,臺北市士林區大南路274號,(02)28829955,0,121.519679,25.088749
321,63000110,何小兒科診所,0,1,1,1,1,1,1,0,0,1,臺北市士林區福港街176號,(02)28827401,0,121.517679,25.086654
322,63000110,士林欣然耳鼻喉科診所,0,1,1,1,1,1,1,0,0,0,臺北市士林區文林路450號1樓,(02)28386090,0,121.524622,25.095395
323,63000110,柳橙親子診所,0,1,1,1,1,1,0,1,0,0,臺北市士林區天母北路35號14樓,(02)28742818,0,121.52665,25.120347
324,63000110,蕭雨青小兒科診所,0,1,1,1,1,1,0,0,0,0,臺北市士林區延平北路五段292號,(02)28126415,0,121.509699,25.085702
325,63000110,小禾馨士林小兒專科診所,0,1,1,1,1,0,0,1,0,0,臺北市士林區中正路289號,(02)28827333,0,121.523942,25.094674
326,63000110,和謙耳鼻喉科診所,0,0,1,1,1,1,1,0,0,0,臺北市士林區社中街362號,(02)28165678,0,121.504048,25.092421
327,63000110,忠誠聯合診所,0,0,1,1,1,1,1,0,0,0,臺北市士林區忠誠路二段50巷35號,(02)88661176,0,121.529146,25.110795
328,63000110,粱耳鼻喉科診所,0,0,1,1,1,1,1,0,0,0,臺北市士林區社正路12之1號,(02)28168456,0,121.509303,25.088552
329,63000110,榮清耳鼻喉科診所,0,0,1,1,1,1,1,0,0,0,臺北市士林區文林路483號1樓,(02)28316878,0,121.524212,25.096175
330,63000110,橙光耳鼻喉科診所,0,0,1,1,1,1,1,0,0,0,臺北市士林區大南路286號,(02)28883222,0,121.519311,25.08881
331,63000110,耀明診所,0,0,1,1,1,1,1,0,0,0,臺北市士林區中正路322號,(02)28320657,0,121.522578,25.094724
332,63000110,永捷診所,0,0,1,1,1,1,1,0,0,0,臺北市士林區社子街67號1樓,(02)28111472,0,121.506711,25.087519
333,63000110,慈田耳鼻喉科診所,0,0,1,1,1,1,0,0,0,0,臺北市士林區延平北路五段185號1樓,(02)28123595,0,121.509996,25.083222
334,63000110,林博通醫師診所,0,0,0,1,1,1,0,0,0,0,臺北市士林區通河街60號,(02)28851148,0,121.518478,25.081904
335,63000110,德泰耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市士林區通河街42-1號,(02)28851570,0,121.518288,25.08266
336,63000110,心福內科診所,0,0,0,0,1,1,0,0,0,0,臺北市士林區中山北路六段167號,(02)28331115,0,121.524858,25.10717
337,63000110,杏暉診所,0,0,0,0,1,1,0,0,0,0,臺北市士林區社子街15號1樓,(02)28117094,0,121.506573,25.086976
338,63000110,陳彥銘耳鼻喉科診所,0,0,0,0,1,1,0,0,0,0,臺北市士林區士東路12之1號,(02)28381770,0,121.53597,25.111656
339,63000110,鄭醫師診所,0,0,0,0,1,1,0,0,0,0,臺北市士林區延平北路五段120號1樓2樓,(02)28127412,0,121.510563,25.081694
340,63000110,德生診所,0,0,0,0,1,0,1,0,0,0,臺北市士林區文林路552號,(02)29812988,0,121.52404,25.097667
341,63000110,宜達診所,0,0,0,0,1,0,1,0,0,0,臺北市士林區前港街86號1樓,(02)28833678,0,121.51963,25.084983
342,63000110,平安診所,0,0,0,0,1,0,0,0,0,0,臺北市士林區社子街36-1號,(02)28167263,0,121.506301,25.087462
343,63000110,天母耳鼻喉科診所,0,0,0,0,0,1,0,0,0,0,臺北市士林區中山北路六段744號1樓,(02)28748874,0,121.527195,25.099182
344,63000110,家庭醫師張正弘診所,0,0,0,0,0,1,0,0,0,0,臺北市士林區天玉街38巷9號,(02)28747399,0,121.529109,25.12044
345,63000120,臺北榮民總醫院,1,1,1,1,1,1,1,1,1,1,臺北市北投區石牌路二段201號,(02)28712121,0,121.522479,25.120637
346,63000120,振興醫療財團法人振興醫院,1,1,1,1,1,1,1,1,0,1,臺北市北投區振興路45號,(02)28264400,0,121.539331,25.161203
347,63000120,臺北市立聯合醫院附設北投門診部,1,1,1,1,1,1,1,1,0,0,臺北市北投區新市街30號5樓,(02)28912670,0,121.502735,25.132673
348,63000120,台北欣安耳鼻喉科診所,0,1,1,1,1,1,1,1,0,1,臺北市北投區石牌路一段152號,(02)28210501,0,121.509997,25.118505
349,63000120,何叔芳小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市北投區石牌路二段90巷12號1樓,(02)28206886,0,121.516872,25.117042
350,63000120,宏恩兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市北投區致遠一路二段99號1樓,(02)28271110,0,121.512955,25.112885
351,63000120,李伯匯小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市北投區石牌路一段93號1樓,(02)28221212,0,121.515137,25.112417
352,63000120,陳獻明小兒科診所,0,1,1,1,1,1,1,1,0,1,臺北市北投區中央南路一段69號1樓,(02)28928950,0,121.501365,25.131447
353,63000120,黃正宏診所,0,1,1,1,1,1,1,1,0,1,臺北市北投區西安街一段359號,(02)28217076,0,121.515314,25.114288
354,63000120,臺北市立關渡醫院-委託臺北榮民總醫院經營,0,1,1,1,1,1,1,1,0,0,臺北市北投區知行路225巷12號,(02)28587000,0,121.466358,25.120188
355,63000120,昱德聯合診所,0,1,1,1,1,1,1,1,0,0,臺北市北投區光明路102號1樓,(02)28975050,0,121.501215,25.133096
356,63000120,清田婦產科家醫科診所,0,1,1,1,1,1,1,1,0,0,臺北市北投區中和街268號,(02)28931323,0,121.500692,25.140162
357,63000120,陳柏宏親子診所,0,1,1,1,1,1,0,1,0,1,臺北市北投區明德路124號,(02)28225257,0,121.52041,25.110069
358,63000120,和勤診所,0,1,1,1,1,1,1,0,0,0,臺北市北投區中央北路四段543號1樓,(02)28942339,0,121.464279,25.123795
359,63000120,陳信方小兒科診所,0,1,1,1,1,1,0,1,0,0,臺北市北投區明德路106號,(02)28201068,0,121.520043,25.109739
360,63000120,黃浩魁小兒科診所,0,1,1,1,1,1,0,1,0,0,臺北市北投區中央北路一段168號,(02)28983256,0,121.498335,25.135651
361,63000120,蔡秉勳小兒科診所,0,1,1,1,1,1,0,1,0,0,臺北市北投區中和街281號,(02)28966525,0,121.500366,25.140287
362,63000120,慈恩耳鼻喉科診所,0,0,1,1,1,1,1,0,0,0,臺北市北投區中央南路一段13號,(02)28978787,0,121.500582,25.130111
363,63000120,橙品耳鼻喉科診所,0,0,1,1,1,1,0,0,0,0,臺北市北投區自強街70號1樓,(02)28200022,0,121.512151,25.11126
364,63000120,台新診所,0,0,0,1,1,1,1,0,0,0,臺北市北投區光明路145號,(02)28936508,0,121.502359,25.134327
365,63000120,張晉豪診所,0,0,0,1,1,1,0,0,0,0,臺北市北投區中央南路一段155號,(02)28913820,0,121.501152,25.129564
366,63000120,三軍總醫院北投分院附設民眾診療服務處,0,0,0,0,1,1,1,0,0,0,臺北市北投區新民路60號,(02)28959808,0,121.509688,25.13989
367,63000120,醫療財團法人辜公亮基金會和信治癌中心醫院,0,0,0,0,1,1,1,0,0,0,臺北市北投區立德路125號,(02)28970011,0,121.472008,25.128341
368,63000120,大順耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區中和街236號,(02)28964588,0,121.501496,25.139409
369,63000120,天母力康診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區明德路365號3樓,(02)28210866,0,121.521344,25.11755
370,63000120,文遠診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區石牌路二段346號1樓、2樓,(02)28739991,0,121.524891,25.122941
371,63000120,王永良診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區自強街94號,(02)28227287,0,121.514972,25.110637
372,63000120,永安家庭醫學科診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區中央北路一段172號,(02)28940888,0,121.498228,25.135704
373,63000120,林文正耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區明德路92號1樓,(02)28261083,0,121.519674,25.109454
374,63000120,長宏診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區中央北路二段121號,(02)28967372,0,121.494477,25.137168
375,63000120,洪耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區中央南路一段43號,(02)28928769,0,121.501673,25.132123
376,63000120,紀耳鼻喉科診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區石牌路二段57號,(02)28214485,0,121.516053,25.116632
377,63000120,祐民聯合診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區中央南路一段207號,(02)28951301,0,121.501338,25.128339
378,63000120,常哲診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區明德路157之4號,(02)28285515,0,121.520717,25.111112
379,63000120,康田診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區自強街76號,(02)28210988,0,121.51191,25.111601
380,63000120,張參雄診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區光明路166-1號,(02)28926555,0,121.502407,25.134568
381,63000120,陳珀勳診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區明德路85號1樓,(02)28206263,0,121.518715,25.108926
382,63000120,萬泰診所,0,0,0,0,1,1,1,0,0,0,臺北市北投區中央北路二段52號,(02)28930727,0,121.495086,25.137173
383,63000120,吉安診所,0,0,0,0,1,1,0,0,0,0,臺北市北投區西安街一段281巷18號,(02)28231832,0,121.516144,25.111541
384,63000120,翰譽耳鼻喉科診所,0,0,0,0,1,1,0,0,0,0,臺北市北投區中央南路一段189號1樓,(02)28959986,0,121.501373,25.128809
